Business Name,City,Niche,Has Website,Website URL,Phone,Status,Scrape Status
APEX ORTHO & PHYSIO CENTER,Dharwad,Physiotherapy Clinic,Y,https://book.healthplix.com/dr-channabasavanna-hegade-orthopedician-belgaum-division?utm_source=gmb_cta&rwg_token=AFd1xnEeo6tgmDP4ndr9qZA9QKJzWpTBskMYr9DpvvBz1veRj0eNPk-6sn3tQR4ZbpOdyeOT4QUFUatM9CUElMoQpX-yVjqnFQ%3D%3D,7019144853,PHONE RECOVERED,DONE
PHYSIO PLUS PHYSIOTHERAPY CLINIC,Dharwad,Physiotherapy Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Physio clinic,Dharwad,Physiotherapy Clinic,Y,https://www.instagram.com/healing_waters_dharwad?igsh=OGQ5ZDc2ODk2ZA==,6829669985,PHONE RECOVERED,DONE
Physiotherapy Centre,Dharwad,Physiotherapy Clinic,Y,https://www.instagram.com/healing_waters_dharwad?igsh=OGQ5ZDc2ODk2ZA==,6829669985,PHONE RECOVERED,DONE
Dharwad Physiotherapy Clinic,Dharwad,Physiotherapy Clinic,Y,http://www.sdmmedicalcollege.org/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Hubballi Developers And Builders,Dharwad,Real Estate Agent,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"Dr Savitha Raichur – Suraksha Skin Clinic | Dermatologist & Cosmetologist in Vidyanagar, Hubli-Dharwad",Dharwad,Skin Clinic,Y,http://surakshaclinics.in/,7411711409,PHONE RECOVERED,DONE
Dharwad Super Speciality Clinic,Dharwad,Skin Clinic,Y,https://www.eka.care/doctor/dr-vivekanand-gajapati-cardiologist-dharwad?utm_source=gmb&utm_medium=website&utm_campaign=032023,6399035043,PHONE RECOVERED,DONE
"""SHRI LIPI SKIN CLINIC """,Dharwad,Skin Clinic,Y,https://book-appointment.healthplix.com/dr-mitaxari-hugar-dermatologist-and-cosmetologist-neeligin-road-hubballi,7760633337,PHONE RECOVERED,DONE
Dr. Sunilkumar Sajjan's Channamma Homeopathic Clinic,Dharwad,Skin Clinic,Y,https://sajjanhomeopathy.com/,8792698108,PHONE RECOVERED,DONE
Samasvi Self Drive Cars,Hubli,Car Rental,Y,https://samasviselfdrivecars.netlify.app/,9980592696,PHONE RECOVERED,DONE
Sudarshan Cars - Car Rental in Hubballi,Hubli,Car Rental,Y,https://sudarshancars.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
LAXMI CAB'S HUBLI,Hubli,Car Rental,Y,https://laxmicab.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Hubli Z Bike Rental,Hubli,Car Rental,Y,https://hublizbikerental.in/,9108764291,PHONE RECOVERED,DONE
Mandarthi travels,Hubli,Car Rental,Y,https://mandarthitravels.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sinchana Tours & Travels,Hubli,Car Rental,Y,https://www.sinchanatravels.com/,7022363643,PHONE RECOVERED,DONE
Self Drive Cars/Bikes/Scooty In Hubli - Awesome Cars/Bikes/Scooty| Bike Rental in Hubli,Hubli,Car Rental,Y,https://www.selfdrivecar.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shri Laxmi Venkatesh Travels,Hubli,Car Rental,Y,https://shrilaxmivenkateshtravels.sulekha.com/,9141392003,PHONE RECOVERED,DONE
suraj travel,Hubli,Car Rental,Y,https://aggarwaltravels.in.net/,8095661936,PHONE RECOVERED,DONE
Prabhavi Tuition Classes,Hubli,Tuition Centre,Y,http://www.prabhaviacademy.in/,6362081811,PHONE RECOVERED,DONE
Disha Computer Institute Keshwapur,Hubli,Computer Training Institute,Y,https://dishagrouphubli.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
ICS Computers Savnur,Hubli,Computer Training Institute,Y,http://www.icsindia.org/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
ICS Computer centre oldhubli,Hubli,Computer Training Institute,Y,http://www.icsindia.org/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Government Polytechnic for Women,Hubli,Computer Training Institute,Y,https://gpt.karnataka.gov.in/gwpthubli/public/en,,PHONE MISSING — WEBSITE OUTREACH,PENDING
NEUNET TECH SOLUTIONS,Hubli,Computer Training Institute,Y,https://www.neunettechsolutions.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
ENTRACE India Pvt. Ltd. Formally known as LinkEZ Technologies Pvt Ltd,Hubli,Computer Training Institute,Y,https://entrace.ai/,9999999776,PHONE RECOVERED,DONE
Global Business School,Hubli,Computer Training Institute,Y,http://www.globalbschool.in/,8362972356,PHONE RECOVERED,DONE
Dr. Preeti Gandha - Dr. Preeti’s Dental Care,Hubli,Dental Clinic,Y,https://www.bhatdentalclinic.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Khonas Gym and Wellness Best Gym in Vidyanagar Hubli,Hubli,Gym,Y,https://wa.link/9utqch,6475884440,PHONE RECOVERED,DONE
Iron Lifters Fitness Center 2.0,Hubli,Gym,Y,https://wa.link/hh2ja5,6475884440,PHONE RECOVERED,DONE
R11 FITNESS,Hubli,Gym,Y,https://www.instagram.com/r11_fitness_/,6829669985,PHONE RECOVERED,DONE
FITNESS HEALTH CLUB,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Fitness Planet,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Tranzpire Fitness & Training,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Power House Gym,Hubli,Gym,Y,https://powerhousegym.com/,8716052008,PHONE RECOVERED,DONE
Step Up Fitness & Dance Studio,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Power House Fitness & Gym,Hubli,Gym,Y,https://powerhousegym.com/,8716052008,PHONE RECOVERED,DONE
Beats & Moves Dance Studio,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Hubli fitness unisex gym,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Bodyfast sports and fitness,Hubli,Gym,Y,https://bodyfast.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
JAI HO FITNESS,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
HDMC PARK,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Naruti Gym,Hubli,Gym,Y,https://proultimategyms.in/hubballi/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
OXYGEN FITNESS & NUTRI HUB,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
GOJU RYU KARATE CLASSES,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shrinivas Children’s Clinic,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
NIHAL FITNESS GYM,Hubli,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Decorpot - Best Interior Designers in Hubli,Hubli,Interior Designer,Y,https://www.decorpot.com/interior-designers-in-hubli,9108602000,PHONE RECOVERED,DONE
PRINCE Architects & Structural Designer. ಪ್ರಿನ್ಸ್ ವಾಸ್ತುಶಿಲ್ಪ & ಸ್ಟ್ರಕ್ಚರಲ್ ಡಿಸೈನರ್.,Hubli,Interior Designer,Y,https://www.instagram.com/_prince_construction_company_?igsh=bm1zOHVtbnNnNjRr,6829669985,PHONE RECOVERED,DONE
Mind's i architects,Hubli,Interior Designer,Y,https://mindsiarchitects.co.in/,7099451077,PHONE RECOVERED,DONE
Royale Touche - Laminates - Plywood - Wooden Floors - Hubli (Luxury Home Solutions),Hubli,Interior Designer,Y,https://stores.royaletouche.com/laminates-flooring-shop-new-hubli-hubli-7311/home,6357981232,PHONE RECOVERED,DONE
Aluminium modular kitchen,Hubli,Modular Kitchen,Y,https://www.beautifulhomes.asianpaints.com/,9999999999,PHONE RECOVERED,DONE
New star modular kitchen,Hubli,Modular Kitchen,Y,https://new.star.modular.kitchen/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Wewia manufacturing unit,Hubli,Modular Kitchen,Y,http://www.wewia.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
V R Kitchens Gallery,Hubli,Modular Kitchen,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Rolex India | Wholesale Kitchen Baskets in Hubballi,Hubli,Modular Kitchen,Y,http://www.jvghardware.com/,8340928642,PHONE RECOVERED,DONE
Hubballi Developers And Builders,Hubli,Real Estate Agent,Y,http://www.hubballidevelopersandbuilders.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
VRUDHI REAL ESTATE CONSULTANCY AND PROPERTY DOCUMENTATION SERVICES,Hubli,Real Estate Agent,Y,https://www.instagram.com/vrudhi.real.estate.solutions?igsh=MWxvazN0em9kcHdyeg==,6829669985,PHONE RECOVERED,DONE
Vedapriya developers,Hubli,Real Estate Agent,Y,https://www.tofler.in/vedapriya-developers-private-limited/company/U70109KA2022PTC161657,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Plots For Sale,Hubli,Real Estate Agent,Y,http://plotsforsaleinhubli.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
99acres Sales Office Hubli,Hubli,Real Estate Agent,Y,http://99acres.com/,7821202000,PHONE RECOVERED,DONE
Kolors Hair & Skin Clinic - Hubli,Hubli,Skin Clinic,Y,https://www.kolorshairandskin.com/?utm_source=googlebusinessprfoile&utm_medium=organic&utm_campaign=kolorsh&s_hubli,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Supreme Hair & Skin Care,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"VCare Hair & Skin Clinic - Hubli | Skin Treatment, Hair Treatment, Hair Transplant, Laser Hair Removal, Skin Whitening",Hubli,Skin Clinic,Y,https://hair-skin-clinic.vcaretrichology.com/vcare-trichology/clinic-in-hubballi/clinic-in-Vidya-Nagar/vcare-hair-and-skin-clinic-in-Vidya-Nagar-hubballi--5KuY2s/home,7395823232,PHONE RECOVERED,DONE
"Dr.Rashmi's Skin, hair & laser clinic ,Hubli",Hubli,Skin Clinic,Y,https://www.skinplanet.co.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Skin Hair Cosmetology Clinic (Dr.Asha),Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Skin Clinic,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Relook hair&skin care hubli,Hubli,Skin Clinic,Y,http://relookhairandskincare.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"Dr. Mohan S Shendre, 10+ yrs of Exp | Best Dermatologist in Hubli | Skin & Hair Specialist",Hubli,Skin Clinic,Y,https://www.apollo247.com/doctors/dr-Mohan-Shendre-3c36cc62-b014-4b6a-bb9e-00f4c057580e,8047349095,PHONE RECOVERED,DONE
Advance Skin And Hair Clinic,Hubli,Skin Clinic,Y,http://advanceskinandhair.com/,7019649077,PHONE RECOVERED,DONE
Suraksha Clinic,Hubli,Skin Clinic,Y,http://surakshaclinics.in/,7411711409,PHONE RECOVERED,DONE
Hubli Hijama Centre And Cupping Therapy,Hubli,Skin Clinic,Y,http://www.hublihijamacentre.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Raghavendra Clinic,Hubli,Skin Clinic,Y,https://drraghavendrabelgaonkar.in/,9449864820,PHONE RECOVERED,DONE
Zain clinic,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Om Ayurveda Clinic & Panchakarma Centre,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Topkhane Dr R S,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sudhi's Hair Fixing,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
PRAGATHI CLINIC,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shri Krushna Ayurveda Clinic,Hubli,Skin Clinic,Y,https://www.sourabhasayurveda.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
PRAKRUTI CLINIC,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Homeocare International Hubli | Best Homeopathy Clinic In Hubli,Hubli,Skin Clinic,Y,https://www.homeocare.in/,8985714250,PHONE RECOVERED,DONE
Dermatology IPD,Hubli,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
V Care Diagnostic & Orthopaedic Centre,Hubli,Skin Clinic,Y,http://www.drvivekspatil.com/,8364060900,PHONE RECOVERED,DONE
Kim's opd,Hubli,Skin Clinic,Y,https://hubballikims.karnataka.gov.in/english,,PHONE MISSING — WEBSITE OUTREACH,PENDING
KIMS Hospital,Hubli,Skin Clinic,Y,https://hubballikims.karnataka.gov.in/english,,PHONE MISSING — WEBSITE OUTREACH,PENDING
mission zero hubballi trust,Hubli,Skin Clinic,Y,http://www.missionzerohubballi.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sudarshan Cars - Car Rental in Gulbarga,Kalaburagi,Car Rental,Y,https://sudarshancars.com/,9999999776,PHONE RECOVERED,DONE
JANI KARWA cabs rental service (JK).,Kalaburagi,Car Rental,Y,https://www.justdial.com/Gulbarga/J-K-Travels-Near-City-School-Jagath-Gulbarga/9999P8472-8472-211112115807-R1Z8_BZDET,9035186732,PHONE RECOVERED,DONE
KALABURGI / GULBARGA RENT A CAR,Kalaburagi,Car Rental,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
BookMyCar Rentals,Kalaburagi,Car Rental,Y,https://bookmycarrentals.wordpress.com/,8197032819,PHONE RECOVERED,DONE
VVR NEET ACADEMY,Kalaburagi,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Resonance Kalaburgi Study Center - IIT-JEE Training,Kalaburagi,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
FUSION ACADEMY,Kalaburagi,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
IDEAL VIITJEE ACADEMY | Best NEET JEE & Foundation coaching in Kalaburagi,Kalaburagi,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Genius Academy (KALABURGI),Kalaburagi,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
The Safe Trader Academy,Kalaburagi,Tuition Centre,Y,https://www.thesafetrader.in/,9297506666,PHONE RECOVERED,DONE
GTTC Kalaburagi,Kalaburagi,Tuition Centre,Y,http://gttc.karnataka.gov.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"Cricket Academy Of Pathans, CAP Gulbarga",Kalaburagi,Tuition Centre,Y,http://www.cricketacademyofpathans.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
TechnoPark Academy,Kalaburagi,Computer Training Institute,Y,http://www.technoparkacademy.com/,9999999776,PHONE RECOVERED,DONE
Genius Academy (KALABURGI),Kalaburagi,Computer Training Institute,Y,https://geniusacademyklbg.com/,9164998997,PHONE RECOVERED,DONE
Sajjan Computer Training Institute,Kalaburagi,Computer Training Institute,Y,https://www.sajjancomputers.com/,6362224950,PHONE RECOVERED,DONE
Shetty Institute of Technology,Kalaburagi,Computer Training Institute,Y,https://sitgulbarga.org/,9117601014,PHONE RECOVERED,DONE
Apex Dental Hospital GULBARGA,Kalaburagi,Dental Clinic,Y,https://apex-dental-hospital.grexa.site/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dhrivya Dentistry,Kalaburagi,Dental Clinic,Y,https://wa.me/919916977419?text=Hello%2C%20I%20want%20to%20book%20an%20appointment%20at%20Dhrivya%20Dentistry,7814476025,PHONE RECOVERED,DONE
"DENTA CARE,SUPERSPECIALITY DENTAL CLINIC,ADARSH NAGAR",Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shree Dental Clinic And Implant Centre/,Kalaburagi,Dental Clinic,Y,https://shreedentalcentre.in/,9888199913,PHONE RECOVERED,DONE
Guttedar's Dental & Maxillofacial Centre,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Krupa Multi Speciality Dental Care,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
RKR DENTAL SKIN AND HAIR CLINIC GULBARGA,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SAANVI DENTAL CLINIC (Multispeciality),Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
S S Dental clinic,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dental Cure Clinic,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dr Shettyâ€™s Dental clinic,Kalaburagi,Dental Clinic,Y,https://shwethadental.com/,6400050299,PHONE RECOVERED,DONE
ARP Super Multispecialty Dental Implant Centre,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
CITIDENT DENTAL CLINIC,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SHIEH DENTAL CLINIC,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Preetam Dental Clinic,Kalaburagi,Dental Clinic,Y,https://www.instagram.com/invites/contact/?i=x5f3szrpvjpf&utm_content=od6r4rk,6829669985,PHONE RECOVERED,DONE
The Roots Dental Clinic,Kalaburagi,Dental Clinic,Y,http://theroots.dental-clinic.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SHREE GURU DENTAL CLINIC,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dr. Kiran Toshniwal's Dental Clinic,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"Smile Dental Clinic, Dr.Asad Ahmed Khan",Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Varma Dental Clinic,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Habbu Dental Hospital,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shanti Dental Clinic,Kalaburagi,Dental Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Ultimate Fitness Gym Gulbarga,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Muscle master ladies gym and fitness hub,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
FIT KING GYM HEATH & FITNESS CENTRES,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
AK FITNESS,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SMART FIT GYM,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
HARD LINE HEALTH CLUB GYM,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
QP Fitness Gym,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Smart Fit Health & Fitness (Unisex),Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Aerofit Gulbarga,Kalaburagi,Gym,Y,http://www.aerofit.co/,9459450666,PHONE RECOVERED,DONE
R1 Gym,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
BAFA FITNESS,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
RCR GYM Vilas ( Ladies and Gents ),Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Health Fitness Gym,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Bhurli Wellness Club,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Core Fit,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shabdi Elite Fitness Hub,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
IRON GYM,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
FINE FITNESS ZONE GYM,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Muscle Craft Gym Health & Fitness Club,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
POWER GYM Health And Fitness,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
FF FITNESS CLUB,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Hi5 gym,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
FitLife Gym,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Fitness world gym,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Body Zone Gym,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Force Fitness Club,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
RDS Fitness,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Power flex gym.,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
JM FITNESS,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
KHAN FITNESS GYM1,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sri Vivekananda yoga and Therapy Center,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sri Sri Yoga and Meditation centre,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Rahul Chauhan Fitness,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Fitness Power Sports And Nutrition,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"BASAVASHIVA NILAYA , HERBALIFE FITNESS CLUB",Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Aerofit ayesha sports,Kalaburagi,Gym,Y,http://www.aerofit.co/,9459450666,PHONE RECOVERED,DONE
Gym treadmill service,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
A.K.S Fitness Hub,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
B Fit Ladies Fitness Hub,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Art of Living Yoga and Meditation center Kalaburagi,Kalaburagi,Gym,Y,http://artofliving.org/,8844454465,PHONE RECOVERED,DONE
Bhavya Beauty Parlour & Fitness Centre,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Actively Fit24 Nutrition Club,Kalaburagi,Gym,Y,https://form.jotform.com/202254670348050,6196078431,PHONE RECOVERED,DONE
PROTEIN STORE,Kalaburagi,Gym,Y,http://www.justdial.com/gulbarga/proteinshop,8488930558,PHONE RECOVERED,DONE
BURN FITNESS CLUB,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Supplement store,Kalaburagi,Gym,Y,http://www.justdial.com/gulbarga/proteinshop,8488930558,PHONE RECOVERED,DONE
Adritha Kuteera Pyramid Meditation Centre,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Gymcon Fitness Center,Kalaburagi,Gym,Y,https://www.instagram.com/gymcon.fc?igsh=MzRlODBiNWFlZA==,6829669985,PHONE RECOVERED,DONE
S K Gym And Fitness Centre,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Cheezato Pizza cafe,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SIP Abacus - Kalaburagi,Kalaburagi,Gym,Y,https://forms.gle/z2ABx8gu92XPeLAb9,6097979753,PHONE RECOVERED,DONE
PARVEZ FITNESS CLUB,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Okra Ladies Fitness Club,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
The Royal Hip Hop Dance And Fitness Studio,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Police Gym,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Suvidha Multispeciality Hospital,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Ganesh fitness,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Tatvamasi yoga and wellness studio,Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Ziya Gym Equipments (powermax),Kalaburagi,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
VVR NEET ACADEMY,Kalaburagi,IELTS Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
BSL British School of Language (online Classes only),Kalaburagi,IELTS Coaching,Y,https://www.britishschooloflanguages.com/,8009000014,PHONE RECOVERED,DONE
Osm Interiors & Architecture Gulbarga,Kalaburagi,Interior Designer,Y,https://osminteriors.com/city/gulbarga/,9536700999,PHONE RECOVERED,DONE
INSD Kalaburagi Center,Kalaburagi,Interior Designer,Y,http://www.insd.edu.in/,7701933935,PHONE RECOVERED,DONE
IDEAL VIITJEE ACADEMY | Best NEET JEE & Foundation coaching in Kalaburagi,Kalaburagi,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Resonance Kalaburgi Study Center - IIT-JEE Training,Kalaburagi,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
VVR NEET ACADEMY,Kalaburagi,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
FUSION ACADEMY,Kalaburagi,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
VVR NEET ACADEMY,Kalaburagi,NEET Coaching,Y,https://vvredu.com/,8217827925,PHONE RECOVERED,DONE
IDEAL VIITJEE ACADEMY | Best NEET JEE & Foundation coaching in Kalaburagi,Kalaburagi,NEET Coaching,Y,https://www.idealviitjee.in/,9986100720,PHONE RECOVERED,DONE
Resonance Kalaburgi Study Center - IIT-JEE Training,Kalaburagi,NEET Coaching,Y,https://www.resonance.ac.in/sc/kalaburgi.aspx,7442777777,PHONE RECOVERED,DONE
FUSION ACADEMY,Kalaburagi,NEET Coaching,Y,http://fusionacademykalaburagi.com/,9019190567,PHONE RECOVERED,DONE
United College of Physiotherapy,Kalaburagi,Physiotherapy Clinic,Y,https://www.unitedphysiocollege.com/,9845576496,PHONE RECOVERED,DONE
Physiotherapy,Kalaburagi,Physiotherapy Clinic,Y,https://chiropractorinindia.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
DANIYAL REALESTATE GULBARGA,Kalaburagi,Real Estate Agent,Y,https://www.instagram.com/daniyal_realestate_gulbarga?igsh=MjBhbzlvamk5eGd3,6829669985,PHONE RECOVERED,DONE
